movieId,title,genres,year,clean_title,text
52182,Eklavya: The Royal Guard (2007),Action|Drama|Thriller,2007,Eklavya: The Royal Guard,Eklavya: The Royal Guard Action Drama Thriller
52189,Dark Horse (Voksne mennesker) (2005),Comedy|Drama|Romance,2005,Dark Horse (Voksne mennesker),Dark Horse (Voksne mennesker) Comedy Drama Romance
52199,Damnation (Karhozat) (1987),Drama|Film-Noir,1987,Damnation (Karhozat),Damnation (Karhozat) Drama Film-Noir
52202,His Kind of Woman (1951),Comedy|Crime|Drama|Film-Noir|Thriller,1951,His Kind of Woman,His Kind of Woman Comedy Crime Drama Film-Noir Thriller
52224,Turn of Faith (2002),Crime|Drama,2002,Turn of Faith,Turn of Faith Crime Drama
52227,"Darwin Awards, The (2006)",Adventure|Comedy|Romance,2006,"Darwin Awards, The","Darwin Awards, The Adventure Comedy Romance"
52237,"Tarnished Angels, The (1958)",Drama,1958,"Tarnished Angels, The","Tarnished Angels, The Drama"
52241,"Lookout, The (2007)",Crime|Drama|Thriller,2007,"Lookout, The","Lookout, The Crime Drama Thriller"
52245,Blades of Glory (2007),Comedy|Romance,2007,Blades of Glory,Blades of Glory Comedy Romance
52265,"Armwrestler From Solitude, The (Armbryterskan från Ensamheten) (2004)",Documentary,2004,"Armwrestler From Solitude, The (Armbryterskan från Ensamheten)","Armwrestler From Solitude, The (Armbryterskan från Ensamheten) Documentary"
52273,Kissed by Winter (Vinterkyss) (2005),Drama|Mystery|Thriller,2005,Kissed by Winter (Vinterkyss),Kissed by Winter (Vinterkyss) Drama Mystery Thriller
52279,Are We Done Yet? (2007),Comedy,2007,Are We Done Yet?,Are We Done Yet? Comedy
52281,Grindhouse (2007),Action|Crime|Horror|Sci-Fi|Thriller,2007,Grindhouse,Grindhouse Action Crime Horror Sci-Fi Thriller
52283,"Reaping, The (2007)",Horror|Thriller,2007,"Reaping, The","Reaping, The Horror Thriller"
52285,Firehouse Dog (2007),Action|Comedy,2007,Firehouse Dog,Firehouse Dog Action Comedy
52287,Meet the Robinsons (2007),Action|Adventure|Animation|Children|Comedy|Sci-Fi,2007,Meet the Robinsons,Meet the Robinsons Action Adventure Animation Children Comedy Sci-Fi
52299,American Hardcore (2006),Documentary,2006,American Hardcore,American Hardcore Documentary
52319,Inglorious Bastards (Quel maledetto treno blindato) (1978),Action|Adventure|Drama|War,1978,Inglorious Bastards (Quel maledetto treno blindato),Inglorious Bastards (Quel maledetto treno blindato) Action Adventure Drama War
52321,Seraphim Falls (2006),Action|Adventure|Drama|War|Western,2006,Seraphim Falls,Seraphim Falls Action Adventure Drama War Western
52326,Double Harness (1933),Comedy|Drama,1933,Double Harness,Double Harness Comedy Drama
52328,Sunshine (2007),Adventure|Drama|Sci-Fi|Thriller,2007,Sunshine,Sunshine Adventure Drama Sci-Fi Thriller
52352,Judge Priest (1934),Comedy|Drama|Romance,1934,Judge Priest,Judge Priest Comedy Drama Romance
52356,Copying Beethoven (2006),Drama|Musical,2006,Copying Beethoven,Copying Beethoven Drama Musical
52365,Palais royal ! (2005),Comedy,2005,Palais royal !,Palais royal ! Comedy
52375,"Hoax, The (2007)",Crime|Drama,2007,"Hoax, The","Hoax, The Crime Drama"
52378,No Way Out (1950),Drama|Film-Noir,1950,No Way Out,No Way Out Drama Film-Noir
52413,Ulysses' Gaze (To Vlemma tou Odyssea) (1995),Drama|War,1995,Ulysses' Gaze (To Vlemma tou Odyssea),Ulysses' Gaze (To Vlemma tou Odyssea) Drama War
52418,Sky Fighters (Les Chevaliers Du Ciel) (2005),Action|Adventure,2005,Sky Fighters (Les Chevaliers Du Ciel),Sky Fighters (Les Chevaliers Du Ciel) Action Adventure
52424,Scent of a Woman (Profumo di donna) (1974),Comedy|Drama,1974,Scent of a Woman (Profumo di donna),Scent of a Woman (Profumo di donna) Comedy Drama
52427,"Welcome Back, Mr. McDonald (Rajio no jikan) (1997)",Comedy,1997,"Welcome Back, Mr. McDonald (Rajio no jikan)","Welcome Back, Mr. McDonald (Rajio no jikan) Comedy"
52435,How the Grinch Stole Christmas! (1966),Animation|Comedy|Fantasy|Musical,1966,How the Grinch Stole Christmas!,How the Grinch Stole Christmas! Animation Comedy Fantasy Musical
52443,Origin: Spirits of the Past (Gin-iro no kami no Agito) (2006),Animation|Drama|Romance|Sci-Fi,2006,Origin: Spirits of the Past (Gin-iro no kami no Agito),Origin: Spirits of the Past (Gin-iro no kami no Agito) Animation Drama Romance Sci-Fi
52448,Goya's Ghosts (2006),Drama,2006,Goya's Ghosts,Goya's Ghosts Drama
52456,Perfect Stranger (2007),Crime|Drama|Mystery|Thriller,2007,Perfect Stranger,Perfect Stranger Crime Drama Mystery Thriller
52458,Disturbia (2007),Drama|Thriller,2007,Disturbia,Disturbia Drama Thriller
52460,Pathfinder (2007),Action|Adventure|Drama|Thriller|War,2007,Pathfinder,Pathfinder Action Adventure Drama Thriller War
52462,Aqua Teen Hunger Force Colon Movie Film for Theaters (2007),Action|Adventure|Animation|Comedy|Fantasy|Mystery|Sci-Fi,2007,Aqua Teen Hunger Force Colon Movie Film for Theaters,Aqua Teen Hunger Force Colon Movie Film for Theaters Action Adventure Animation Comedy Fantasy Mystery Sci-Fi
52489,"Private Affairs of Bel Ami, The (1947)",Drama,1947,"Private Affairs of Bel Ami, The","Private Affairs of Bel Ami, The Drama"
52495,Straight Time (1978),Crime|Drama,1978,Straight Time,Straight Time Crime Drama
52528,Tristana (1970),Drama,1970,Tristana,Tristana Drama
52545,Puccini for Beginners (2006),Comedy|Romance,2006,Puccini for Beginners,Puccini for Beginners Comedy Romance
52548,Slow Burn (2005),Drama|Mystery|Thriller,2005,Slow Burn,Slow Burn Drama Mystery Thriller
52551,Redline (2007),Action,2007,Redline,Redline Action
52561,Summer Palace (Yihe yuan) (2006),Drama|Romance,2006,Summer Palace (Yihe yuan),Summer Palace (Yihe yuan) Drama Romance
52570,In the Year of the Pig (1968),Documentary|War,1968,In the Year of the Pig,In the Year of the Pig Documentary War
52572,"Mackintosh Man, The (1973)",Action|Drama|Thriller,1973,"Mackintosh Man, The","Mackintosh Man, The Action Drama Thriller"
52579,"Vie en Rose, La (Môme, La) (2007)",Drama|Musical,2007,"Vie en Rose, La (Môme, La)","Vie en Rose, La (Môme, La) Drama Musical"
52581,"Man - Woman Wanted (Poszukiwany, poszukiwana) (1973)",Comedy,1973,"Man - Woman Wanted (Poszukiwany, poszukiwana)","Man - Woman Wanted (Poszukiwany, poszukiwana) Comedy"
52583,Griffin & Phoenix (2006),Comedy|Drama|Romance,2006,Griffin & Phoenix,Griffin & Phoenix Comedy Drama Romance
52589,"Resurrected, The (1992)",Horror,1992,"Resurrected, The","Resurrected, The Horror"
52591,"Contract, The (2006)",Crime|Drama|Thriller,2006,"Contract, The","Contract, The Crime Drama Thriller"
52604,Fracture (2007),Crime|Drama|Mystery|Thriller,2007,Fracture,Fracture Crime Drama Mystery Thriller
52606,Big Nothing (2006),Comedy|Crime|Thriller,2006,Big Nothing,Big Nothing Comedy Crime Thriller
52617,Woman on the Beach (Haebyeonui yeoin) (2006),Comedy|Drama,2006,Woman on the Beach (Haebyeonui yeoin),Woman on the Beach (Haebyeonui yeoin) Comedy Drama
52634,Smash-Up: The Story of a Woman (1947),Drama|Romance,1947,Smash-Up: The Story of a Woman,Smash-Up: The Story of a Woman Drama Romance
52641,"Prisoner, The (Island of Fire) (Huo shao dao) (1990)",Action|Crime|Drama,1990,"Prisoner, The (Island of Fire) (Huo shao dao)","Prisoner, The (Island of Fire) (Huo shao dao) Action Crime Drama"
52644,Vacancy (2007),Horror|Thriller,2007,Vacancy,Vacancy Horror Thriller
52660,Night of the Ghouls (1959),Horror,1959,Night of the Ghouls,Night of the Ghouls Horror
52666,Benny's Video (1992),Drama|Horror,1992,Benny's Video,Benny's Video Drama Horror
52668,In the Land of Women (2007),Comedy|Drama|Romance,2007,In the Land of Women,In the Land of Women Comedy Drama Romance
52672,Confetti (2006),Comedy,2006,Confetti,Confetti Comedy
52690,"Devil Commands, The (1941)",Horror|Sci-Fi,1941,"Devil Commands, The","Devil Commands, The Horror Sci-Fi"
52694,Mr. Bean's Holiday (2007),Comedy,2007,Mr. Bean's Holiday,Mr. Bean's Holiday Comedy
52704,"Grace Lee Project, The (2005)",Documentary,2005,"Grace Lee Project, The","Grace Lee Project, The Documentary"
52709,Adam & Paul (2004),Comedy|Drama,2004,Adam & Paul,Adam & Paul Comedy Drama
52712,"Invisible, The (2007)",Crime|Drama|Fantasy|Mystery|Thriller,2007,"Invisible, The","Invisible, The Crime Drama Fantasy Mystery Thriller"
52715,Kickin It Old Skool (2007),Comedy,2007,Kickin It Old Skool,Kickin It Old Skool Comedy
52717,"Condemned, The (2007)",Action|Adventure|Crime|Thriller,2007,"Condemned, The","Condemned, The Action Adventure Crime Thriller"
52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,2007,Spider-Man 3,Spider-Man 3 Action Adventure Sci-Fi Thriller IMAX
52724,Lucky You (2007),Comedy|Drama,2007,Lucky You,Lucky You Comedy Drama
52730,It's a Very Merry Muppet Christmas Movie (2002),Children|Comedy,2002,It's a Very Merry Muppet Christmas Movie,It's a Very Merry Muppet Christmas Movie Children Comedy
52742,"Furies, The (1950)",Drama|Romance|Western,1950,"Furies, The","Furies, The Drama Romance Western"
52767,21 Up (1977),Documentary,1977,21 Up,21 Up Documentary
52773,Kiss Me Again (2006),Drama|Romance,2006,Kiss Me Again,Kiss Me Again Drama Romance
52781,Hana (Hana yori mo naho) (2006),Comedy|Drama,2006,Hana (Hana yori mo naho),Hana (Hana yori mo naho) Comedy Drama
52784,Sharkwater (2006),Documentary,2006,Sharkwater,Sharkwater Documentary
52796,West (Occident) (2002),Comedy,2002,West (Occident),West (Occident) Comedy
52804,Flannel Pajamas (2006),Romance,2006,Flannel Pajamas,Flannel Pajamas Romance
52806,Tales from Earthsea (Gedo Senki) (2006),Adventure|Animation|Fantasy,2006,Tales from Earthsea (Gedo Senki),Tales from Earthsea (Gedo Senki) Adventure Animation Fantasy
52813,Thieves' Highway (1949),Drama|Film-Noir|Thriller,1949,Thieves' Highway,Thieves' Highway Drama Film-Noir Thriller
52831,Maniac Cop (1988),Action|Crime|Horror|Thriller,1988,Maniac Cop,Maniac Cop Action Crime Horror Thriller
52838,Year of the Dog (2007),Comedy|Drama|Romance,2007,Year of the Dog,Year of the Dog Comedy Drama Romance
52845,Thr3e (Three) (2006),Drama|Horror|Mystery|Thriller,2006,Thr3e (Three),Thr3e (Three) Drama Horror Mystery Thriller
52858,"Rocket, The (a.k.a. Maurice Richard) (2005)",Drama,2005,"Rocket, The (a.k.a. Maurice Richard)","Rocket, The (a.k.a. Maurice Richard) Drama"
52865,Diggers (2006),Comedy|Drama,2006,Diggers,Diggers Comedy Drama
52867,"Ex, The (2007)",Comedy|Romance,2007,"Ex, The","Ex, The Comedy Romance"
52872,Woman Is the Future of Man (Yeojaneun namjaui miraeda) (2004),Drama,2004,Woman Is the Future of Man (Yeojaneun namjaui miraeda),Woman Is the Future of Man (Yeojaneun namjaui miraeda) Drama
52885,Paprika (Papurika) (2006),Animation|Mystery|Sci-Fi,2006,Paprika (Papurika),Paprika (Papurika) Animation Mystery Sci-Fi
52891,"Flying Scotsman, The (2006)",Drama,2006,"Flying Scotsman, The","Flying Scotsman, The Drama"
52913,Sylvia Scarlett (1935),Comedy|Drama|Romance,1935,Sylvia Scarlett,Sylvia Scarlett Comedy Drama Romance
52922,Fixed Bayonets! (1951),Drama|War,1951,Fixed Bayonets!,Fixed Bayonets! Drama War
52927,Syndromes and a Century (Sang sattawat) (2006),Drama,2006,Syndromes and a Century (Sang sattawat),Syndromes and a Century (Sang sattawat) Drama
52929,Red Road (2006),Drama,2006,Red Road,Red Road Drama
52938,"Adventures of Mark Twain, The (1986)",Adventure|Animation|Children,1986,"Adventures of Mark Twain, The","Adventures of Mark Twain, The Adventure Animation Children"
52942,At Five in the Afternoon (Panj é asr) (2003),Drama,2003,At Five in the Afternoon (Panj é asr),At Five in the Afternoon (Panj é asr) Drama
52950,Day Watch (Dnevnoy dozor) (2006),Action|Fantasy|Horror|Thriller,2006,Day Watch (Dnevnoy dozor),Day Watch (Dnevnoy dozor) Action Fantasy Horror Thriller
52952,This Is England (2006),Drama,2006,This Is England,This Is England Drama
52956,One Nite In Mongkok (Wong gok hak yau) (2004),Action|Crime|Drama,2004,One Nite In Mongkok (Wong gok hak yau),One Nite In Mongkok (Wong gok hak yau) Action Crime Drama
52967,Away from Her (2006),Drama,2006,Away from Her,Away from Her Drama
52973,Knocked Up (2007),Comedy|Drama|Romance,2007,Knocked Up,Knocked Up Comedy Drama Romance
52975,Hairspray (2007),Comedy|Drama|Musical,2007,Hairspray,Hairspray Comedy Drama Musical
52980,"Zidane: A 21st Century Portrait (Zidane, un portrait du 21e siècle) (2006)",Documentary,2006,"Zidane: A 21st Century Portrait (Zidane, un portrait du 21e siècle)","Zidane: A 21st Century Portrait (Zidane, un portrait du 21e siècle) Documentary"
52995,"Prodigal Son, The (Bai ga jai) (1981)",Action|Adventure|Drama,1981,"Prodigal Son, The (Bai ga jai)","Prodigal Son, The (Bai ga jai) Action Adventure Drama"
53000,28 Weeks Later (2007),Horror|Sci-Fi|Thriller,2007,28 Weeks Later,28 Weeks Later Horror Sci-Fi Thriller
53002,Georgia Rule (2007),Comedy|Drama|Romance,2007,Georgia Rule,Georgia Rule Comedy Drama Romance
53004,Delta Farce (2007),Action|Adventure|Comedy,2007,Delta Farce,Delta Farce Action Adventure Comedy
53022,Wheels on Meals (Kuai can che) (1984),Action|Comedy|Crime|Romance,1984,Wheels on Meals (Kuai can che),Wheels on Meals (Kuai can che) Action Comedy Crime Romance
53024,Jonestown: The Life and Death of Peoples Temple (2006),Documentary,2006,Jonestown: The Life and Death of Peoples Temple,Jonestown: The Life and Death of Peoples Temple Documentary
53038,Red Dust (1932),Drama,1932,Red Dust,Red Dust Drama
53046,Desperation (2006),Drama|Fantasy|Horror|Mystery|Thriller,2006,Desperation,Desperation Drama Fantasy Horror Mystery Thriller
53052,Tokyo Olympiad (1965),Documentary,1965,Tokyo Olympiad,Tokyo Olympiad Documentary
53066,Caught (1949),Drama|Film-Noir,1949,Caught,Caught Drama Film-Noir
53084,Blood Trails (2006),Horror|Thriller,2006,Blood Trails,Blood Trails Horror Thriller
53121,Shrek the Third (2007),Adventure|Animation|Children|Comedy|Fantasy,2007,Shrek the Third,Shrek the Third Adventure Animation Children Comedy Fantasy
53123,Once (2006),Drama|Musical|Romance,2006,Once,Once Drama Musical Romance
53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,2007,Pirates of the Caribbean: At World's End,Pirates of the Caribbean: At World's End Action Adventure Comedy Fantasy
53127,Bug (2007),Drama|Horror|Thriller,2007,Bug,Bug Drama Horror Thriller
53129,Mr. Brooks (2007),Crime|Drama|Thriller,2007,Mr. Brooks,Mr. Brooks Crime Drama Thriller
53131,Rise (2007),Action|Horror|Mystery|Thriller,2007,Rise,Rise Action Horror Mystery Thriller
53133,Gracie (2007),Drama,2007,Gracie,Gracie Drama
53138,"Librarian: Return to King Solomon's Mines, The (2006)",Action|Adventure|Fantasy,2006,"Librarian: Return to King Solomon's Mines, The","Librarian: Return to King Solomon's Mines, The Action Adventure Fantasy"
53140,"Librarian: Quest for the Spear, The (2004)",Action|Adventure|Comedy|Fantasy|Romance,2004,"Librarian: Quest for the Spear, The","Librarian: Quest for the Spear, The Action Adventure Comedy Fantasy Romance"
53143,Fay Grim (2006),Action|Thriller,2006,Fay Grim,Fay Grim Action Thriller
53152,"Man from Planet X, The (1951)",Horror|Romance|Sci-Fi,1951,"Man from Planet X, The","Man from Planet X, The Horror Romance Sci-Fi"
53154,Zoo (2007),Documentary,2007,Zoo,Zoo Documentary
53161,"I'm a Cyborg, But That's OK (Saibogujiman kwenchana) (2006)",Comedy|Drama|Romance|Sci-Fi,2006,"I'm a Cyborg, But That's OK (Saibogujiman kwenchana)","I'm a Cyborg, But That's OK (Saibogujiman kwenchana) Comedy Drama Romance Sci-Fi"
53183,Dragon Tiger Gate (Lung fu moon) (2006),Action|Drama,2006,Dragon Tiger Gate (Lung fu moon),Dragon Tiger Gate (Lung fu moon) Action Drama
53187,Beauty in Trouble (Kráska v nesnázích) (2006),Drama,2006,Beauty in Trouble (Kráska v nesnázích),Beauty in Trouble (Kráska v nesnázích) Drama
53189,Eagle vs Shark (2007),Comedy,2007,Eagle vs Shark,Eagle vs Shark Comedy
53207,88 Minutes (2008),Crime|Drama|Mystery|Thriller,2008,88 Minutes,88 Minutes Crime Drama Mystery Thriller
53226,"Great War, The (Grande guerra, La) (1959)",Action|Adventure|Comedy|Drama|War,1959,"Great War, The (Grande guerra, La)","Great War, The (Grande guerra, La) Action Adventure Comedy Drama War"
53280,"Breed, The (2006)",Horror|Thriller,2006,"Breed, The","Breed, The Horror Thriller"
53282,Day Night Day Night (2006),Crime|Drama|Thriller,2006,Day Night Day Night,Day Night Day Night Crime Drama Thriller
53318,Cashback (2006),Comedy|Drama|Romance,2006,Cashback,Cashback Comedy Drama Romance
53322,Ocean's Thirteen (2007),Crime|Thriller,2007,Ocean's Thirteen,Ocean's Thirteen Crime Thriller
53326,Them (Ils) (2006),Horror,2006,Them (Ils),Them (Ils) Horror
53342,Flandres (Flanders) (2006),Action|Drama|War,2006,Flandres (Flanders),Flandres (Flanders) Action Drama War
53349,Ten Canoes (2006),Adventure|Comedy|Drama|War,2006,Ten Canoes,Ten Canoes Adventure Comedy Drama War
53352,Sheitan (2006),Comedy|Horror|Thriller,2006,Sheitan,Sheitan Comedy Horror Thriller
53355,Sun Alley (Sonnenallee) (1999),Comedy|Romance,1999,Sun Alley (Sonnenallee),Sun Alley (Sonnenallee) Comedy Romance
53370,Godzilla and Mothra: The Battle for Earth (Gojira vs. Mosura) (1992),Action|Sci-Fi,1992,Godzilla and Mothra: The Battle for Earth (Gojira vs. Mosura),Godzilla and Mothra: The Battle for Earth (Gojira vs. Mosura) Action Sci-Fi
53373,Godzilla vs. Destroyah (Gojira vs. Desutoroiâ) (1995),Action|Sci-Fi,1995,Godzilla vs. Destroyah (Gojira vs. Desutoroiâ),Godzilla vs. Destroyah (Gojira vs. Desutoroiâ) Action Sci-Fi
53375,Godzilla vs. King Ghidorah (Gojira vs. Kingu Gidorâ) (1991),Action|Sci-Fi,1991,Godzilla vs. King Ghidorah (Gojira vs. Kingu Gidorâ),Godzilla vs. King Ghidorah (Gojira vs. Kingu Gidorâ) Action Sci-Fi
53379,"Ghost Ship, The (1943)",Drama|Mystery|Thriller,1943,"Ghost Ship, The","Ghost Ship, The Drama Mystery Thriller"
53382,Experiment Perilous (1944),Romance|Thriller,1944,Experiment Perilous,Experiment Perilous Romance Thriller
53406,Go (2001),Drama,2001,Go,Go Drama
53416,Alone with Her (2006),Crime|Drama|Thriller,2006,Alone with Her,Alone with Her Crime Drama Thriller
53435,Hostel: Part II (2007),Crime|Horror|Thriller,2007,Hostel: Part II,Hostel: Part II Crime Horror Thriller
53443,Remember the Night (1940),Comedy|Drama|Romance,1940,Remember the Night,Remember the Night Comedy Drama Romance
53447,Paranoid Park (2007),Crime|Drama,2007,Paranoid Park,Paranoid Park Crime Drama
53450,"Legend of Sleepy Hollow, The (1980)",Comedy|Fantasy|Horror,1980,"Legend of Sleepy Hollow, The","Legend of Sleepy Hollow, The Comedy Fantasy Horror"
53453,Starcrash (a.k.a. Star Crash) (1978),Action|Adventure|Fantasy|Sci-Fi,1978,Starcrash (a.k.a. Star Crash),Starcrash (a.k.a. Star Crash) Action Adventure Fantasy Sci-Fi
53460,Surf's Up (2007),Animation|Children|Comedy,2007,Surf's Up,Surf's Up Animation Children Comedy
53464,Fantastic Four: Rise of the Silver Surfer (2007),Action|Adventure|Sci-Fi,2007,Fantastic Four: Rise of the Silver Surfer,Fantastic Four: Rise of the Silver Surfer Action Adventure Sci-Fi
53466,Nancy Drew (2007),Adventure|Crime|Thriller,2007,Nancy Drew,Nancy Drew Adventure Crime Thriller
53468,Fido (2006),Comedy|Horror|Thriller,2006,Fido,Fido Comedy Horror Thriller
53476,"Iceberg, L' (2005)",Comedy,2005,"Iceberg, L'","Iceberg, L' Comedy"
53498,Who the #$&% is Jackson Pollock? (2006),Documentary,2006,Who the #$&% is Jackson Pollock?,Who the #$&% is Jackson Pollock? Documentary
53519,Death Proof (2007),Action|Adventure|Crime|Horror|Thriller,2007,Death Proof,Death Proof Action Adventure Crime Horror Thriller
53548,Robot Monster (1953),Horror|Sci-Fi,1953,Robot Monster,Robot Monster Horror Sci-Fi
53550,Rescue Dawn (2006),Action|Adventure|Drama|War,2006,Rescue Dawn,Rescue Dawn Action Adventure Drama War
53554,"Blue Bird, The (1940)",Children|Fantasy,1940,"Blue Bird, The","Blue Bird, The Children Fantasy"
53561,"Wedding Night, The (1935)",Drama|Romance,1935,"Wedding Night, The","Wedding Night, The Drama Romance"
53569,"Amateurs, The (Moguls, The) (2005)",Comedy,2005,"Amateurs, The (Moguls, The)","Amateurs, The (Moguls, The) Comedy"
53574,"TV Set, The (2006)",Comedy|Drama,2006,"TV Set, The","TV Set, The Comedy Drama"
53578,"Valet, The (La doublure) (2006)",Comedy,2006,"Valet, The (La doublure)","Valet, The (La doublure) Comedy"
53582,Dodge City (1939),Romance|Western,1939,Dodge City,Dodge City Romance Western
53584,"Mistress of Spices, The (2005)",Romance,2005,"Mistress of Spices, The","Mistress of Spices, The Romance"
53592,Four Minutes (Vier Minuten) (2006),Drama,2006,Four Minutes (Vier Minuten),Four Minutes (Vier Minuten) Drama
53600,In Your Hands (Forbrydelser) (2004),Drama,2004,In Your Hands (Forbrydelser),In Your Hands (Forbrydelser) Drama
53651,Once You're Born You Can No Longer Hide (Quando sei nato non puoi più nasconderti) (2005),Adventure|Drama,2005,Once You're Born You Can No Longer Hide (Quando sei nato non puoi più nasconderti),Once You're Born You Can No Longer Hide (Quando sei nato non puoi più nasconderti) Adventure Drama
53737,"Night of the Generals, The (1967)",Crime|Drama|Mystery|Thriller|War,1967,"Night of the Generals, The","Night of the Generals, The Crime Drama Mystery Thriller War"
53741,"Comedy of Power (Ivresse du pouvoir, L') (2006)",Drama,2006,"Comedy of Power (Ivresse du pouvoir, L')","Comedy of Power (Ivresse du pouvoir, L') Drama"
53752,Gui Si (Silk) (2006),Drama|Horror|Mystery|Sci-Fi|Thriller,2006,Gui Si (Silk),Gui Si (Silk) Drama Horror Mystery Sci-Fi Thriller
53766,Breaking News (Daai si gin) (2004),Action|Crime|Drama,2004,Breaking News (Daai si gin),Breaking News (Daai si gin) Action Crime Drama
53769,In Search of a Midnight Kiss (2007),Comedy|Romance,2007,In Search of a Midnight Kiss,In Search of a Midnight Kiss Comedy Romance
53771,Alice in Wonderland (1985),Adventure|Children|Fantasy,1985,Alice in Wonderland,Alice in Wonderland Adventure Children Fantasy
53774,"Mystery of Picasso, The (Le mystère Picasso) (1956)",Documentary,1956,"Mystery of Picasso, The (Le mystère Picasso)","Mystery of Picasso, The (Le mystère Picasso) Documentary"
53788,Exiled (Fong juk) (2006),Action|Crime|Thriller,2006,Exiled (Fong juk),Exiled (Fong juk) Action Crime Thriller
53808,Bring It On: All or Nothing (2006),Comedy,2006,Bring It On: All or Nothing,Bring It On: All or Nothing Comedy
53827,Sybil (1976),Drama,1976,Sybil,Sybil Drama
53833,David Holzman's Diary (1967),Documentary|Drama,1967,David Holzman's Diary,David Holzman's Diary Documentary Drama
53835,Journey to Italy (Viaggio in Italia) (Voyage to Italy) (Voyage in Italy) (1954),Drama|Romance,1954,Journey to Italy (Viaggio in Italia) (Voyage to Italy) (Voyage in Italy),Journey to Italy (Viaggio in Italia) (Voyage to Italy) (Voyage in Italy) Drama Romance
53837,Swoon (1992),Crime|Drama,1992,Swoon,Swoon Crime Drama
53839,East Side Story (1997),Documentary|Musical,1997,East Side Story,East Side Story Documentary Musical
53841,Knock on Wood (1954),Comedy,1954,Knock on Wood,Knock on Wood Comedy
53843,O.C. and Stiggs (1985),Comedy,1985,O.C. and Stiggs,O.C. and Stiggs Comedy
53845,"Homecoming, The (1973)",Drama,1973,"Homecoming, The","Homecoming, The Drama"
53847,"Woman Chaser, The (1999)",Comedy,1999,"Woman Chaser, The","Woman Chaser, The Comedy"
53849,Uranus (1990),Comedy|Drama,1990,Uranus,Uranus Comedy Drama
53851,American Friends (1991),Drama|Romance,1991,American Friends,American Friends Drama Romance
53853,Within Our Gates (1920),Drama|Romance,1920,Within Our Gates,Within Our Gates Drama Romance
53855,Johnny Tremain (1957),Adventure|Children|War,1957,Johnny Tremain,Johnny Tremain Adventure Children War
53857,Alan & Naomi (1992),Children|Drama,1992,Alan & Naomi,Alan & Naomi Children Drama
53859,Goal II: Living the Dream (2007),Action|Drama,2007,Goal II: Living the Dream,Goal II: Living the Dream Action Drama
53873,Cheech & Chong: Still Smokin' (1983),Comedy,1983,Cheech & Chong: Still Smokin',Cheech & Chong: Still Smokin' Comedy
53880,Putney Swope (1969),Comedy,1969,Putney Swope,Putney Swope Comedy
53883,"Power of Nightmares, The: The Rise of the Politics of Fear (2004)",Documentary,2004,"Power of Nightmares, The: The Rise of the Politics of Fear","Power of Nightmares, The: The Rise of the Politics of Fear Documentary"
53885,"Trials of Darryl Hunt, The (2006)",Crime|Documentary,2006,"Trials of Darryl Hunt, The","Trials of Darryl Hunt, The Crime Documentary"
53887,O Lucky Man! (1973),Comedy|Drama|Fantasy|Musical,1973,O Lucky Man!,O Lucky Man! Comedy Drama Fantasy Musical
53894,Sicko (2007),Documentary|Drama,2007,Sicko,Sicko Documentary Drama
53906,Popular Music (Populärmusik från Vittula) (2004),Comedy|Drama,2004,Popular Music (Populärmusik från Vittula),Popular Music (Populärmusik från Vittula) Comedy Drama
53912,Awesome; I Fuckin Shot That! (2006),Documentary|Musical,2006,Awesome; I Fuckin Shot That!,Awesome; I Fuckin Shot That! Documentary Musical
53916,Tea and Sympathy (1956),Drama|Romance,1956,Tea and Sympathy,Tea and Sympathy Drama Romance
53919,"Man in the Iron Mask, The (1939)",Adventure,1939,"Man in the Iron Mask, The","Man in the Iron Mask, The Adventure"
53921,"Mighty Heart, A (2007)",Drama|Thriller,2007,"Mighty Heart, A","Mighty Heart, A Drama Thriller"
53953,1408 (2007),Drama|Horror|Thriller,2007,1408,1408 Drama Horror Thriller
53956,Death at a Funeral (2007),Comedy,2007,Death at a Funeral,Death at a Funeral Comedy
53963,Clubland (a.k.a. Introducing the Dwights) (2007),Comedy|Drama,2007,Clubland (a.k.a. Introducing the Dwights),Clubland (a.k.a. Introducing the Dwights) Comedy Drama
53967,High Road to China (1983),Adventure|Drama|Romance|War,1983,High Road to China,High Road to China Adventure Drama Romance War
53972,Live Free or Die Hard (2007),Action|Adventure|Crime|Thriller,2007,Live Free or Die Hard,Live Free or Die Hard Action Adventure Crime Thriller
53974,License to Wed (2007),Comedy|Romance,2007,License to Wed,License to Wed Comedy Romance
53988,Evening (2007),Drama,2007,Evening,Evening Drama
53993,Evan Almighty (2007),Comedy|Fantasy,2007,Evan Almighty,Evan Almighty Comedy Fantasy
53996,Transformers (2007),Action|Sci-Fi|Thriller|IMAX,2007,Transformers,Transformers Action Sci-Fi Thriller IMAX
53999,Captivity (2007),Crime|Thriller,2007,Captivity,Captivity Crime Thriller
54001,Harry Potter and the Order of the Phoenix (2007),Adventure|Drama|Fantasy|IMAX,2007,Harry Potter and the Order of the Phoenix,Harry Potter and the Order of the Phoenix Adventure Drama Fantasy IMAX
54004,I Now Pronounce You Chuck and Larry (2007),Comedy|Romance,2007,I Now Pronounce You Chuck and Larry,I Now Pronounce You Chuck and Larry Comedy Romance
